ID,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32
108939,1.56575345,0.063689175,0.056126012,0.02146272,0.109807704,-0.114990073,0.001505628,-0.059520975,-0.001024391,0.042510786,0.069187958,-0.012206838,-0.056221326,-0.055274106,0.164853644,-0.086738004,-0.057139197,0.105078566,-0.108156785,-0.000227414,-0.024369602,-0.006797136,-0.134119612,-0.153495866,0.071737165,0.061888104,0.001684004,0.023612323,-0.090596212,-0.01441598,0.101229696,-0.020140374
108969,2.974580863,0.021732372,0.144775619,0.054662717,-0.1701527,0.034397168,-0.058334532,0.040598537,0.237279513,0.18423013,-0.110735098,0.059372852,0.091424783,0.190448238,-0.299057042,-0.030201381,0.045342679,-0.136924524,-0.240184899,-0.105270061,-0.184376175,-0.20228885,0.137800251,0.097477164,0.327243768,-0.202673282,0.059474934,0.114256415,0.083677461,-0.176094467,-0.028448742,-0.066276834
109623,-0.502396674,0.16414703,-0.101138355,0.157399552,-0.010866839,0.031764512,-0.091414687,-0.124523742,-0.237154284,-0.096015771,0.103144752,-0.016421201,-0.096328927,0.00477958,-0.150380941,-0.115033119,-0.169095465,0.097844719,0.105505013,-0.056364264,-0.052618751,0.087789702,-0.026336115,0.133206823,-0.052887075,-0.202111822,0.016571871,-0.059024007,-0.068940069,-0.027573332,0.103608678,0.041617328
109874,-2.885541927,0.05428934,0.048403636,0.10672116,0.217194034,0.294641372,0.332499566,0.151836308,0.265141138,-0.616362868,0.421918118,0.049064766,0.228432019,-0.222239504,0.436190029,0.17674415,-0.200018985,-0.190782661,-0.424842144,-0.097936243,0.143318741,-0.012168731,-0.395466083,-0.275041771,0.200585407,-0.160979572,-0.19384914,-0.111724266,0.162640442,0.109720717,-0.393051113,-0.186835726
109980,0.779520738,-0.129047525,0.533211171,-0.411482055,-0.344731466,0.233425249,-0.138046644,0.389202258,-0.274966824,-0.070020521,-0.015348585,0.371560327,0.458629584,0.370642328,-0.24817504,-0.116571746,-0.206474868,-0.110115131,-0.053157956,0.045042565,-0.082700549,0.224366084,-0.322917489,0.284021898,-0.61715481,0.132609518,-0.158903245,-0.006026341,0.029618395,0.453435456,0.000962899,-0.107424795
111004,-2.461547942,-0.149519917,-0.142769253,0.061382176,0.131894618,0.127353103,0.065368107,-0.207855334,0.069639242,-0.19335335,-0.141084224,-0.000640667,-0.30438063,-0.345296867,-0.224000417,-0.205998136,-0.3801879,-0.180107341,0.1263648,0.090842436,-0.144719115,0.069851456,-0.000287032,-0.004456945,-0.188238846,-0.022750884,0.090568275,0.297390514,0.047827424,0.164919218,0.08726252,0.136086023
111038,-2.637043916,0.632910094,0.225349476,0.075703591,0.501741069,-0.021140874,0.361007401,-0.085862427,-0.121367668,0.095970303,-0.741585987,0.335688982,0.117330451,0.693916001,-0.900526319,-0.648102228,-0.497916108,0.112762578,0.36499215,0.120333853,-0.59458408,-0.140896964,0.362027772,0.43388886,0.230302424,-0.266405763,0.02355951,0.48941772,0.38555693,0.131476856,-0.446205706,0.139215393
111344,-3.047815076,0.125809379,0.84742674,-0.072035091,-1.758995915,0.22668642,0.534057117,-0.23207274,2.518495406,0.86748858,0.706865787,-0.077910873,-1.423988386,-0.263103259,-0.611106375,0.113527796,-0.09404145,-1.342257304,-0.249833036,-0.626578563,-0.907707534,0.158116056,0.608502487,0.358599516,-1.028223295,1.023640848,-1.264808373,1.437648938,0.353891162,0.072618591,-0.100712323,-0.253313021
111646,-3.640179816,-0.141932816,-0.120611364,-0.127768714,-0.326327323,-0.244951443,-3.72E-05,0.273507757,-0.133439869,-0.166646608,0.047496453,0.01895774,0.204261121,0.348011594,0.060953764,0.132219568,-0.051834645,-0.248643498,-0.545077792,-0.014746706,0.00480933,0.207172702,-0.229853075,-0.139570701,-0.488265837,-0.024798578,-0.488144075,-0.061200749,-0.083186835,0.154493827,-0.051794963,0.198576224
111674,2.936004229,-0.095043968,-0.009476986,-0.108441511,0.025755411,0.003310437,-0.185327296,-0.311126309,0.03181698,-0.006819421,0.067599793,-0.252889536,-0.015668436,-0.041800584,-0.006603398,-0.025454919,0.065613279,0.027647685,-0.00352364,0.059564266,-0.053871967,0.080546086,-0.22311246,-0.106303565,-0.017283973,-0.017111726,0.001516218,-0.114533836,0.152816585,0.019304956,0.062961225,-0.069040045
111881,-0.750611683,-0.10319352,-0.012007102,-0.01033893,-0.047185142,-0.055717741,-0.16416607,0.252266131,0.003011282,0.152424061,0.061386398,0.199981673,0.116024879,-0.202724271,-0.153431696,-0.150035725,0.103102079,-0.386920449,0.05778128,-0.111231079,0.087342969,0.136200932,-0.044521822,0.240619138,-0.091973045,-0.019860226,0.092349359,-0.147779187,-0.077235627,-0.194702746,-0.016044162,0.092612533
112606,-0.204710712,0.286439779,0.200800587,0.089225954,-0.009738566,0.092942032,-0.136641293,0.110137235,-0.207635615,0.094045889,-0.03798603,-0.159312537,-0.211676082,-0.251256536,-0.052620106,-0.045737746,0.204846895,-0.060672387,0.050176733,0.103969606,-0.090467291,-0.155052213,0.067926485,0.187399235,-0.155552664,-0.160709677,-0.103473917,0.250314316,-0.266165073,-0.054330831,0.014867057,-0.049573718
114087,-2.965272111,-0.275036701,-0.449436926,0.126364885,0.494721279,0.453682833,0.197192088,0.493402276,0.084487316,0.01340166,-0.178823965,0.050713123,-0.149241616,-0.231502718,-0.328775853,0.257022033,0.070947593,-0.030135931,-0.216805895,-0.16607493,-0.162680692,0.904531608,0.134874799,0.29552968,0.423572818,0.381158418,-0.604829812,-0.262041001,0.05912604,0.970385871,0.059883887,-0.019586737
115638,3.914936841,0.019712625,-0.103954012,-0.107909096,0.020612653,0.062314587,-0.009579955,-0.034249191,-0.025453316,0.00690734,0.117813046,0.079650765,0.029290931,0.00942477,0.233126249,-0.068545209,-0.090189493,0.045150529,0.067134111,0.072965542,0.026162609,-0.045707081,0.033796167,-0.027627876,0.015816081,-0.077350908,0.04020016,0.0115667,-0.120962414,-0.073859006,-0.07145027,-0.029489225
115987,2.410447879,-0.089084898,0.028486494,0.010877927,0.006046781,-0.064913503,-0.079171661,-0.075892248,0.073974572,-0.101845331,0.155718284,0.126823775,-0.1236484,0.059618589,-0.149415413,0.001188469,-0.177972299,0.130623713,0.032784294,-0.179244833,-0.014247898,-0.158758761,-0.145832987,0.069635021,-0.082834172,0.163937703,0.001764313,-0.121787236,-0.082771532,-0.033998675,-0.059201823,-0.034785994
116165,3.416369288,-0.024480327,0.071469697,-0.011881056,0.040839117,0.037404985,0.043730581,-0.090421524,0.014965707,0.097886928,-0.084088917,0.089827615,0.110266271,-0.090686367,0.035882047,-0.044729164,-0.040693791,0.115835165,0.017231347,-0.047491624,-0.003635542,-0.060802681,0.007009564,-0.019363271,-0.017260561,-0.033192431,0.027058373,0.044622231,0.023643986,-0.062617082,0.021872729,-0.044328813
116603,0.175056169,0.296382828,0.746442054,1.264249447,0.795530083,0.258736051,0.515786199,1.033816996,0.558608641,-1.641452993,2.240720145,1.715706251,0.945810593,-0.363518858,-0.185126089,0.10648728,-0.833789326,0.442718162,-1.061804172,-0.281621281,-0.557507962,-0.149560486,-0.100965198,-0.326400674,-0.512456534,0.007800123,0.848444091,-0.186970711,-0.970989685,0.141941923,0.891254479,0.390070144
117424,-3.949828317,0.117954623,-0.099434356,-0.018796973,-0.20247103,-0.106982452,-0.246206438,0.106824264,0.550852979,0.016780553,-0.113974665,0.227837518,-0.17847703,0.219788373,-0.388845741,-0.025566605,-0.212211778,-0.047838818,-0.261450479,0.001981434,0.055957379,-0.134276331,-0.021939983,0.067335659,0.236576977,-0.03983259,0.078591146,0.041554081,0.142171649,-0.031843972,0.138561043,-0.145871844
117707,2.813734216,-0.074487405,0.461132639,0.17533696,-0.406565721,-0.220230207,0.241716047,0.157259501,-0.043805708,0.086533257,-0.243993475,0.414756681,-0.059608871,-0.339470582,-0.256480947,-0.014563076,0.228669735,-0.022455392,0.128852958,-0.075884809,-0.302892519,-0.046945825,0.464680056,0.122980802,-0.209158517,0.209872631,0.244409147,-0.091963903,-0.469301577,0.020872001,-0.12330049,-0.078085799
118307,-0.659938636,0.094488782,0.045986183,0.347986994,-0.277232408,-0.286859664,-0.05476117,0.106777364,0.528467413,-0.061606035,-0.201550284,-0.18400639,0.172145687,0.161060591,-0.50368673,0.633622143,0.094891552,-0.102605348,-0.481020809,0.205757252,0.168391797,0.218400843,0.065846649,-0.262799113,0.240853934,0.358268579,0.181296602,0.272615129,-0.290808857,0.405067332,0.076306957,-0.278055923
119928,1.833470183,-0.195046493,0.012703269,-0.081726349,-0.020504698,-0.138822845,0.316289019,0.09067055,-0.331073655,0.188911886,-0.082110684,0.225811702,-0.155930834,0.08486268,0.015453488,-0.244860587,-0.087304514,-0.116286248,-0.166943734,0.119017509,0.175834855,-0.275744151,0.160978201,-0.274778851,-0.142880556,-0.043990623,0.110095645,0.331068603,-0.297647991,-0.227028678,-0.171216036,0.151773406
120001,-1.392122783,-0.885175196,5.082090468,-2.493693644,0.342594409,-1.959833054,-1.331963803,0.083406275,-0.831872638,-0.089528179,-0.481139121,-0.252490519,-0.316483853,0.538044536,0.349033079,0.499445392,-0.694145247,0.470773353,1.236392036,0.2529357,0.632636333,0.551394362,1.100339351,-0.556950947,-0.055724036,-0.05326606,-0.083595484,0.60757432,-0.04486459,0.130578198,0.262094631,0.090510176
120422,1.33091212,0.269330639,-0.429779065,0.269650024,-0.35516908,0.197950385,0.534345611,0.457929835,-0.458715236,-0.267637541,-0.172670108,0.849824136,-0.244414508,-0.402662283,-0.070682743,-0.139590681,-0.321788052,-0.766128128,0.232440836,-0.094623572,0.366349195,0.72793666,0.20616871,-0.262534952,0.204383331,0.553846024,-0.182717037,0.375925355,-0.063193875,0.162169385,0.234450747,-0.046577583
122287,-4.165370677,-0.420949228,-1.138028397,2.716873315,-1.193209812,-1.924487746,-2.118939718,-0.696971687,-0.332562524,-0.256422972,-1.041415068,0.82660525,-0.702611857,-0.038922072,-1.56514318,-0.17280809,0.597088708,0.615933917,0.37815972,-0.744710079,0.172358317,-0.185117441,0.280967005,0.3438685,0.028560217,-0.327105024,-1.059123941,-0.210169351,-1.027368039,-0.48807161,-0.209672627,0.206211656
122579,-3.109969024,0.088166429,0.511974694,0.314034678,0.128910225,-0.135702024,0.11317315,0.273507199,0.001346588,0.052883922,0.033731123,0.021519434,0.3030166,-0.265000895,0.413169381,0.637844988,-0.178380113,0.43527133,0.346325018,-0.05097906,0.09506768,-0.216615271,0.233604782,-0.008089153,0.006494317,0.5366423,-0.270245157,0.239151999,0.235392989,0.380325185,0.082278722,-0.544303353
122795,6.053301683,0.031053934,0.059491842,0.146678044,0.071824836,-0.020849622,-0.035539912,-0.14003095,-0.065088431,0.007974855,0.201790101,0.008860031,-0.074024699,0.116535407,-0.08499885,-0.065853155,0.228449076,-0.011226851,0.174818823,0.043202517,0.140158065,-0.002919343,0.137196707,-0.073795489,-0.119916798,-0.095626749,0.141638808,-0.086189907,0.205633376,-0.091980271,0.07771679,-0.179417648
123660,2.236801378,0.10367381,-0.231808949,-0.673698495,0.206410658,-0.235255655,-0.002321421,0.153948733,0.777381296,-0.048593009,-0.51249449,-0.111030494,0.233457348,0.930679162,0.411295315,0.736183742,0.430365745,0.31103601,0.452260127,-0.647156367,-0.125929961,0.311204295,0.061440271,-0.052009287,-0.120817257,-0.035736758,-0.061503316,-0.102304719,0.164289062,0.031609941,-0.90824339,0.438875204
125130,1.621158521,-0.136869745,-0.062423027,-0.007842175,0.060150424,0.25460807,-0.099569522,-0.045999339,0.012987274,0.00049132,-0.084537983,0.001876072,-0.159736438,0.071997026,0.059178844,0.073159553,-0.245867917,-0.113253077,-0.135717146,-0.068364223,-0.20225613,-0.10074107,0.089177133,-0.039002584,0.061962755,-0.057139375,0.182526805,0.122657773,-0.012710227,0.009771212,0.124647172,0.141773013
125418,4.074629796,0.046320101,-0.02570614,0.014149452,-0.185208044,0.097169674,0.031314026,-0.019626306,-0.078567771,0.043678819,0.021028206,-0.047494991,-0.03713101,0.036300487,0.181066568,0.054329986,-0.062219541,0.06213826,0.168195752,0.101186435,0.04974537,-0.057851312,0.158506987,-0.121333719,0.026551837,-0.112672758,0.025324769,-0.103877018,0.022958796,-0.038903966,-0.076315617,0.096523869
127675,-1.522321342,-0.364441685,0.354921668,0.349208255,0.160945658,-0.105751348,0.022368444,-0.192903301,0.110500601,-0.161572708,-0.005992545,-0.154608898,-0.039887779,0.160088287,0.041128954,-0.222604654,-0.057052456,-0.115479917,-0.101406826,0.219305688,0.020332308,0.026684599,-0.221862819,0.134239275,-0.040436417,-0.024749673,0.275893159,-0.089991485,0.122942326,-0.07748951,-0.052187311,0.330459028
127791,-5.047014806,-0.00189078,-0.263891931,0.203987298,0.299135623,0.971071882,0.376453862,-0.608976937,-0.821922763,-0.479543849,-1.076792021,-0.385277888,-0.449525407,-0.004693095,0.378908872,-0.158048666,0.704659258,-0.460990801,0.186178399,-0.464656677,0.595250751,-0.992714696,0.086069447,0.118790359,0.103781647,0.514593765,0.915989729,0.345640811,1.218934184,-0.728122374,0.917375602,0.019307213
128051,0.523250381,-0.198237671,0.178104314,0.008643873,-0.033698378,0.016062186,-0.104976808,0.093147971,-0.148748557,-0.211654651,-0.128416102,0.215584518,0.028122866,-0.044744799,0.037904706,-0.113562867,0.05914394,-0.087823686,-0.06310571,0.110169496,0.030580537,0.220705357,-0.076349799,-0.047770666,-0.128914674,0.13396837,-0.170501777,0.189725846,-0.002166831,0.005223395,0.288710084,-0.162588713
128675,0.637868513,-0.057660819,-0.032617348,0.015556506,-0.113278054,0.077540992,0.001971071,-0.063886825,0.040911876,0.057686845,0.032110424,0.059026878,0.017156855,-0.11419808,0.000241772,0.008592145,0.002759474,-0.022530472,0.046885516,0.043521612,0.023527036,-0.099607485,-0.012667658,-0.071774823,0.021871215,0.10318984,0.078459034,0.08464918,0.074258267,0.163668485,0.141908746,-0.03712304
129837,5.952474193,0.036610142,-0.055664575,-0.10412612,-0.234033487,-0.150608699,0.134071044,-0.184930315,-0.244503515,0.285880957,-0.075780837,0.014229552,0.248693887,0.454782027,-0.130916957,0.150349471,-0.274578462,-0.351224772,-0.108671511,0.020365906,0.2712853,0.128461378,0.197894457,-0.4981382,0.029166952,-0.16963243,-0.083453827,0.139139023,0.267610375,-0.007580404,-0.395172131,0.003867058
129973,-0.790404255,0.132254103,-0.364655631,0.097389099,-0.433986994,0.068432473,0.016853035,0.137345321,0.127039893,-0.082474712,-0.194365704,0.139530153,-0.164970837,-0.193485516,0.233366172,0.070801934,-0.416785267,-0.070030261,0.355664305,-0.446824464,0.104676387,0.598082563,-0.093920927,0.158396581,-0.033917177,0.257671653,0.333945455,0.252163688,-0.225733299,0.09035624,-0.018512202,-0.07081935
130580,-0.052997507,-0.135338539,0.097567225,-0.053281129,-0.243230834,-0.00515396,0.158621201,-0.185368947,-0.005243974,0.006423338,-0.024022434,-0.059923784,0.168136545,0.087630798,-0.040286289,-0.127005941,-0.13503941,0.279394415,0.142687264,0.317561044,-0.109883608,0.231273793,-0.169307712,0.224209449,0.180991355,0.293954887,-0.292068217,-0.021571592,0.143754456,-0.106690235,0.201575086,-0.186892398
130892,-2.739011341,-0.173320472,-0.063461081,-0.218176251,-0.04426043,0.034088901,0.396610714,0.259086332,0.114013051,-0.202501982,-0.439253508,-0.195048217,0.073081781,0.413885174,0.191882375,0.229912382,0.19717671,0.207177819,-0.200586277,-0.192065867,-0.195090534,-0.076517462,-0.07136068,0.023847515,-0.276616891,0.052698232,0.038390173,-0.017920158,-0.276974626,0.107286703,-0.119883966,0.144161063
131595,6.981279551,0.08942483,-0.030644859,0.071100503,-0.017473844,0.015590066,0.016201234,-0.034716322,-0.000239495,-0.061381196,-0.028215143,-0.047342386,0.046900312,-3.37E-05,0.038731897,0.016778954,-0.034618043,0.05384954,-0.057087683,-0.017764151,0.056421711,-0.007193073,-0.035334067,0.028252746,0.041330351,-0.08245074,0.014940043,0.020603995,0.02090434,-0.069944324,-0.048305914,0.005996489
131961,-0.932816966,-0.072193992,-0.178591906,0.399543515,0.073214505,-0.101679956,0.212517437,0.016655686,-0.447440346,0.267501791,-0.145091219,0.389807318,-0.165531764,-0.252736843,-0.479064341,-0.148104,-0.35841291,-0.11352677,0.048588149,-0.249240531,-0.095042217,0.205372361,-0.434139331,0.297457729,0.657478025,-0.073691054,0.23448787,0.017034654,0.776317435,0.043265999,0.023871036,0.009836854
132463,-1.121896377,0.219183516,-0.009544026,-0.347233468,-0.116986812,0.07220852,0.119914864,-0.171123697,0.135631634,-0.090588448,-0.2085366,0.050544269,0.058154939,-0.138600396,0.07558672,-0.007279952,0.04838657,-0.392213358,0.01931369,-0.191893216,0.137606452,0.200731582,-0.221925863,-0.091285033,-0.091471824,-0.003644208,0.067198517,-0.081659666,-0.085933129,0.078230195,-0.119535038,-0.279516378
133650,2.401627079,-0.04504938,0.071939387,0.00861373,-0.08827109,0.296425173,-0.370252735,0.163792807,-0.140457888,-0.202989762,0.301975322,0.171025515,0.119495898,-0.162633626,0.266283887,-0.139126703,0.121488118,0.040594094,0.031131434,0.362648653,0.017766598,-0.159697877,-0.244213589,0.057842742,0.051825874,0.235239576,-0.261369822,-0.280832952,-0.107586991,-0.009746208,0.073460367,-0.286068539
134526,-0.030842226,-0.107295598,-0.163149983,-0.134812289,-0.129328796,-0.053537322,-0.008679376,-0.059800687,0.015684401,-0.011146985,-0.155735284,0.241630431,0.024226778,0.118185954,0.001211805,-0.065679864,0.119240578,-0.033785607,0.045392752,0.153779969,0.074708144,-0.027927384,-0.05395634,-0.050363567,-0.061791229,0.096643544,0.025948043,0.183586348,0.060249895,0.038786176,0.026739654,0.085477787
136536,-3.473398914,-0.029235479,-0.509316824,-0.508367344,-0.408407185,0.833186287,0.276762779,-0.767858477,-0.54569028,0.268199567,-0.068187933,1.160958136,0.153800298,0.066664376,0.081962365,0.141934999,-0.306229422,-0.587934377,0.055304414,0.068072094,0.221492431,-0.160651772,-0.399636362,1.282185492,0.085048162,0.59856948,-0.003860025,0.634740847,-0.285307002,1.203086348,-0.579582728,-0.95571983
138027,0.245682027,-0.192535765,0.127733481,0.02870077,0.092601665,0.142304545,-0.054530924,0.096630193,-0.130632959,0.043342319,0.094102064,0.114449173,0.228998771,0.111046064,0.023413936,0.016837854,0.000163476,-0.057971088,-0.182602341,0.147256049,0.282208629,-0.168789112,0.103338497,-0.056398696,0.283997242,-0.055408334,0.209641978,0.179517826,0.04429387,0.051567819,-0.07489825,-0.027987586
138425,0.333736427,0.040746217,0.195192301,-0.223636643,0.023958387,0.096151408,-0.001456172,0.090240082,-0.10281603,0.030841034,-0.20374036,-0.081783801,-0.097167131,0.062973062,-0.083186384,0.065703904,-0.080301081,0.218299223,-0.083988881,0.038724339,-0.156022808,0.014510687,0.083393606,-0.094987171,0.11707229,0.060999868,-0.043688233,0.004052858,-0.084237121,0.02633216,0.254722366,0.018203719
139137,-1.657376498,-0.049380811,0.17176771,-0.185123407,0.012986596,-0.180867176,-0.013791536,-0.051528831,-0.039462344,0.095536918,-0.284576115,0.146294228,-0.125512727,-0.211655131,-0.136249638,-0.193553563,0.067146075,0.184508791,-0.370928772,-0.206320286,-0.016435759,0.180977064,0.065461648,-0.107452962,-0.303858694,-0.137175603,0.071768122,-0.097437146,0.07330585,-0.112787264,-0.070548844,0.142364023
139973,-0.013940129,0.084596965,0.035303563,-0.33374723,0.190156244,0.06400504,-0.197688845,0.118312678,-0.065730134,0.348045156,0.264317468,-0.044686749,-0.356886279,-0.021623513,-0.197289442,-0.119041266,-0.440362618,-0.15028395,-0.033660707,-0.275187657,0.438691258,0.340240293,0.410213499,-0.25264828,0.310377514,-0.014574568,-0.054720949,-0.243223488,0.138340451,0.221091214,-0.172874936,-0.065880303
141782,1.116849477,0.017213113,-0.015308912,-0.08516394,0.052710664,0.17060972,-0.021678677,-0.046050274,0.034240077,-0.004632996,-0.114008821,0.00191795,0.02909576,0.006412143,0.131615115,0.038691464,0.098993957,-0.033746731,0.087640386,-0.07951045,-0.031414348,-0.150761141,-0.021531433,-0.039812734,0.00497212,-0.02627005,-0.002843567,0.082983207,0.045824798,0.143678604,0.059886184,0.099099248
142688,-2.184091284,-0.130324562,-0.029563869,-0.294858452,0.029282933,0.43741932,-0.013883838,-0.347359148,0.123029151,-0.186195549,-0.071203743,-0.048972896,-0.003622313,0.184617109,0.084587214,-0.221269536,0.042752435,-0.045831957,0.372719709,0.307123482,-0.234114045,0.386643539,-0.044653853,0.184975686,-0.144900293,0.135599808,0.160884606,-0.007238596,-0.262382859,-0.002338837,0.290082413,0.229781245
144302,7.594196221,-0.077361859,-0.043820516,0.049342035,0.014615051,-0.014739562,-0.042681112,-0.014968632,-0.00587433,0.044979944,-0.055713144,-0.081479987,-0.021305493,0.092457092,0.019722854,0.15951996,0.031953245,-0.023203865,0.015326714,-0.075405511,0.013103046,0.059062933,-0.03947919,-0.019974628,-0.002441534,-0.090102506,-0.023396944,0.015004971,-0.010572887,-0.062852425,-0.011517468,-0.001688464
145513,1.079226289,0.116030928,-0.039148181,0.009228802,-0.065483312,0.282962917,-0.098027564,0.020095351,0.110952858,0.269429522,-0.11165457,0.022583698,0.076400026,-0.094098505,-0.048510963,0.065564775,-0.106721099,-0.221835889,0.095028521,-0.029783784,0.137619321,-0.11096884,-0.078466878,0.1595574,-0.178451265,-0.214144424,0.03191573,0.011557794,-0.122683352,-0.027641669,-0.1262662,0.026106716
145777,0.538338262,0.135066296,-0.079363758,0.040968566,0.030871886,-0.124648848,-0.014454763,-0.054900707,0.061200826,0.042052317,0.144296431,-0.074410976,-0.045896331,-0.102466497,-0.180592278,0.041456956,-0.056340278,0.097462543,0.164193135,-0.029223904,0.11558936,0.279688474,0.0236237,-0.13529554,-0.00345076,-0.166479891,0.037035483,-0.21332537,0.073713123,0.122260409,-0.097568275,0.091737139
146033,-2.077876868,-0.091950603,-0.121401986,0.008939199,-0.109480813,0.059398497,0.054558254,-0.007285574,-0.119426904,-0.057063543,-0.203193664,0.069415468,0.151232902,0.026257487,-0.103415579,-0.060931226,-0.018699752,-0.146093165,0.040990626,-0.013637653,0.124533746,-0.04389902,0.096728462,0.216996122,0.019726948,-0.056973094,0.103306167,0.207906647,0.243927436,0.026393395,-0.141190275,0.087370165
146987,-1.663590544,0.163110312,0.036706294,-0.055710754,-0.07248544,-0.164570008,0.09149966,0.193365245,-0.270052954,-0.360950653,0.15048624,0.108469809,-0.471146226,0.208707001,0.253798375,0.324484802,-0.745194197,0.082737763,-0.123588622,-0.105441954,0.150469453,-0.239964856,-0.338322671,0.279586491,0.113478222,-0.096680298,-0.152626372,0.000821774,-0.064742684,0.004035201,0.016246201,-0.067973649
